"hostphylogeny.taxon","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18"
"Orthopsittaca manilata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oryzoborus angolensis",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Oryzoborus atrirostris",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oxyruncus cristatus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oxyura jamaicensis",0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
"Pachyramphus albogriseus",0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0
"Pachyramphus castaneus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Pachyramphus marginatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pachyramphus minor",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pachyramphus polychopterus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Pachyramphus validus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pachyramphus versicolor",0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0
"Pachyramphus viridis",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Pachyramphus xanthogenys",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pandion haliaetus",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Panyptila cayennensis",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Parabuteo unicinctus",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Pardirallus maculatus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Pardirallus nigricans",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Pardirallus sanguinolentus",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
"Parkerthraustes humeralis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Paroaria gularis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Parula pitiayumi",0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0
"Passer domesticus",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"Patagioenas cayennensis",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Patagioenas fasciata",0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1
"Patagioenas maculosa",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Patagioenas plumbea",1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Patagioenas speciosa",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Patagioenas subvinacea",1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Patagona gigas",0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,1
"Penelope barbata",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Penelope jacquacu",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Penelope montagnii",0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0
"Percnostola lophotes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Petrochelidon pyrrhonota",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Petrochelidon rufocollaris",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Phacellodomus rufifrons",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phacellodomus striaticeps",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Phaeomyias murina",1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1
"Phaeomyias tumbezana",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Phaeothlypis fulvicauda",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Phaethornis atrimentalis",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Phaethornis bourcieri",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phaethornis guy",0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"Phaethornis hispidus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phaethornis koepckeae",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Phaethornis malaris",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Phaethornis philippii",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phaethornis ruber",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Phaethornis stuarti",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phaethornis syrmatophorus",0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Phalacrocorax brasilianus",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"Phalcoboenus megalopterus",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Pharomachrus antisianus",0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"Pharomachrus auriceps",0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0
"Pharomachrus pavoninus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phegornis mitchellii",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Pheucticus aureoventris",0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Pheucticus chrysogaster",1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
"Philydor erythrocercum",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Philydor erythropterum",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Philydor pyrrhodes",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Philydor ruficaudatum",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Philydor rufum",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phlegopsis nigromaculata",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phleocryptes melanops",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1
"Phlogophilus harterti",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phoenicircus nigricollis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Phoenicopterus chilensis",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Phrygilus alaudinus",0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
"Phrygilus fruticeti",0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"Phrygilus plebejus",0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
"Phrygilus punensis",0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1
"Phrygilus unicolor",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
"Phyllomyias cinereiceps",0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Phyllomyias griseiceps",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Phyllomyias nigrocapillus",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Phyllomyias plumbeiceps",0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Phyllomyias sclateri",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phyllomyias uropygialis",0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0
"Phylloscartes ophthalmicus",0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Phylloscartes orbitalis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phylloscartes parkeri",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Phylloscartes poecilotis",0,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0
"Phylloscartes ventralis",0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Phytotoma raimondii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Piaya cayana",1,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0
"Piaya melanogaster",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Picoides fumigatus",0,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,1
"Piculus chrysochloros",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piculus flavigula",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piculus leucolaemus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Picumnus aurifrons",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Picumnus dorbignyanus",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Picumnus lafresnayi",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Picumnus rufiventris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Picumnus subtilis",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Piezorhina cinerea",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Piezorina cinerea",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Pilherodius pileatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pionites leucogaster",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pionus menstruus",1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Pionus seniloides",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Pionus sordidus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"Pionus tumultuosus",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pipile cumanensis",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Pipra chloromeros",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Pipra erythrocephala",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pipra fasciicauda",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pipra pipra",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Pipra rubrocapilla",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pipraeidea melanonota",0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,0
"Pipreola arcuata",0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Pipreola chlorolepidota",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Pipreola frontalis",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"Pipreola intermedia",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Pipreola lubomirskii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pipreola pulchra",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pipreola riefferii",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Piprites chloris",1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Piranga flava",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
"Piranga hepatica",0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1
"Piranga leucoptera",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Piranga olivacea",0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Piranga rubra",0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Piranga rubriceps",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pitangus lictor",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pitangus sulphuratus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pithys albifrons",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Platyrinchus coronatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Platyrinchus flavigularis",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Platyrinchus mystaceus",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Platyrinchus platyrhynchos",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Plegadis ridgwayi",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Pluvialis dominica",1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
"Podiceps major",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Podiceps occipitalis",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"Poecilotriccus latirostris",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Poecilotriccus luluae",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Poecilotriccus plumbeiceps",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Poecilotriccus pulchellus",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Polioptila maior",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Polioptila plumbea",1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0
"Polioxolmis rufipennis",0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"Polyonymus caroli",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Poospiza alticola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Poospiza caesar",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Poospiza hispaniolensis",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Poospiza rubecula",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Porphyrio flavirostris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Porphyrio martinica",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"Porphyrolaema porphyrolaema",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Premnoplex brunnescens",0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0
"Premnornis guttuligera",0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Primolius couloni",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Progne chalybea",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Progne elegans",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Progne murphyi",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Progne subis",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Progne tapera",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Psarocolius angustifrons",1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0
"Psarocolius atrovirens",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Psarocolius bifasciatus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Psarocolius decumanus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pseudelaenia leucospodia",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Pseudocolaptes boissonneautii",0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0
"Pseudocolopteryx acutipennis",0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Pseudotriccus ruficeps",0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Pseudotriccus simplex",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Psilopsiagon aurifrons",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"Psophia leucoptera",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pteroglossus azara",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pteroglossus beauharnaesii",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pteroglossus castanotis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pteroglossus inscriptus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pterophanes cyanopterus",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Pulsatrix melanota",0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"Pulsatrix perspicillata",1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"Pygiptila stellaris",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pygochelidon cyanoleuca",0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"Pyriglena leuconota",0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pyrilia barrabandi",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pyrocephalus rubinus",1,0,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
"Pyroderus scutatus",0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Pyrrhomyias cinnamomeus",0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Pyrrhura melanura",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Pyrrhura parvifrons",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Pyrrhura roseifrons",1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Pyrrhura rupicola",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Querula purpurata",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Ramphastos ambiguus",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Ramphastos tucanus",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Ramphastos vitellinus",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Ramphocaenus melanurus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ramphocelus carbo",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Ramphocelus melanogaster",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Ramphocelus nigrogularis",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ramphotrigon fuscicauda",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramphotrigon megacephalum",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ramphotrigon ruficauda",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Recurvirostra andina",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Rhegmatorhina melanosticta",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Rhodopis vesper",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Rhynchocyclus fulvipectus",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rhynchocyclus olivaceus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rhytipterna simplex",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Riparia riparia",1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"Rollandia rolland",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
"Rostrhamus sociabilis",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Rupicola peruvianus",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"Rynchops niger",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sakesphorus bernardi",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Saltator aurantiirostris",0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1
"Saltator cinctus",0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
"Saltator coerulescens",1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
"Saltator grossus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Saltator maximus",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Saltator striatipectus",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sarcoramphus papa",1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0
"Sarkidiornis melanotos",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Satrapa icterophrys",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sayornis nigricans",0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1
"Schiffornis major",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schiffornis turdina",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Schistes geoffroyi",0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0
"Schistochlamys melanopis",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Schistocichla brunneiceps",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Schistocichla leucostigma",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Schizoeaca fuliginosa",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Schizoeaca helleri",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"Schizoeaca palpebralis",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sclateria naevia",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"Sclerurus albigularis",0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Sclerurus caudacutus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Sclerurus mexicanus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Sclerurus rufigularis",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Scytalopus acutirostris",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scytalopus altirostris",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scytalopus atratus",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Scytalopus femoralis",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scytalopus latrans",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Scytalopus macropus",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Scytalopus parvirostris",0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Scytalopus schulenbergi",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Scytalopus simonsi",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Scytalopus unicolor",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"Selenidera reinwardtii",1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Sericossypha albocristata",0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"Serpophaga cinerea",0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
"Setophaga ruticilla",0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
"Sicalis flaveola",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"Sicalis luteola",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"Sicalis olivascens",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"Sicalis uropygialis",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Simoxenops ucayalae",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sirystes sibilator",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sittasomus griseicapillus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Snowornis cryptolophus",0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Snowornis subalaris",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Spizaetus isidori",0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Spizaetus melanoleucus",1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
"Spizaetus ornatus",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Spizaetus tyrannus",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Sporophila bouvronides",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Sporophila caerulescens",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Sporophila castaneiventris",1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Sporophila lineola",1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"Sporophila luctuosa",0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1
"Sporophila nigricollis",0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"Sporophila peruviana",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"Sporophila schistacea",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sporophila simplex",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Sporophila telasco",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Steatornis caripensis",0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"Steganopus tricolor",0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,1,1
"Stelgidopteryx ruficollis",1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
"Sterna superciliaris",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Streptoprocne rutila",0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0
"Streptoprocne zonaris",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0
"Strix albitarsis",0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
"Strix huhula",1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"Strix virgata",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sturnella bellicosa",0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
"Sturnella militaris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sublegatus modestus",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sublegatus obscurior",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Synallaxis albigularis",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
